State Name,LGA Name,WARD Name,Old Ward Total Pop.,Ward old % Pop.,New Ward Total. Pop.2009,Old LGA Total Pop,New LGA Total Pop.2009,New Ward 2009 0-59Mth Target,New Ward 2009 9-59Mth Target
Jigawa,Sule-Tankarkar,Yandamo,12870,8%," 	11,751 ",,," 	1,998 "," 	2,350 "
Jigawa,Taura,Ajaura,15045,11%," 	15,696 "," 	137,600 "," 	143,555 "," 	2,668 "," 	3,139 "
Jigawa,Taura,Chukuto,25250,18%," 	26,343 ",,," 	4,478 "," 	5,269 "
Jigawa,Taura,Chukwikwiwa,12600,9%," 	13,145 ",,," 	2,235 "," 	2,629 "
Jigawa,Taura,Gujungu,12930,9%," 	13,490 ",,," 	2,293 "," 	2,698 "
Jigawa,Taura,Kiri,10900,8%," 	11,372 ",,," 	1,933 "," 	2,274 "
Jigawa,Taura,Kwalam,13890,10%," 	14,491 ",,," 	2,463 "," 	2,898 "
Jigawa,Taura,Maje,11725,9%," 	12,232 ",,," 	2,080 "," 	2,446 "
Jigawa,Taura,Majia,14405,10%," 	15,028 ",,," 	2,555 "," 	3,006 "
Jigawa,Taura,Sabongari Yaya,9955,7%," 	10,386 ",,," 	1,766 "," 	2,077 "
Jigawa,Taura,Taura,10900,8%," 	11,372 ",,," 	1,933 "," 	2,274 "
Jigawa,Yankwashi,Achilafiya,9065,11%," 	11,528 "," 	82,040 "," 	104,334 "," 	1,960 "," 	2,306 "
Jigawa,Yankwashi,Belas,5805,7%," 	7,382 ",,," 	1,255 "," 	1,476 "
Jigawa,Yankwashi,Dawan Gawo,4975,6%," 	6,327 ",,," 	1,076 "," 	1,265 "
Jigawa,Yankwashi,Gurjiya,20800,25%," 	26,452 ",,," 	4,497 "," 	5,290 "
Jigawa,Yankwashi,Gwarta,14025,17%," 	17,836 ",,," 	3,032 "," 	3,567 "
Jigawa,Yankwashi,Karkarna,5435,7%," 	6,912 ",,," 	1,175 "," 	1,382 "
Jigawa,Yankwashi,Kuda,4910,6%," 	6,244 ",,," 	1,062 "," 	1,249 "
Jigawa,Yankwashi,Ringim,8670,11%," 	11,026 ",,," 	1,874 "," 	2,205 "
Jigawa,Yankwashi,Yankwashi,4590,6%," 	5,837 ",,, 	992 ," 	1,167 "
Jigawa,Yankwashi,Zungumba,3765,5%," 	4,788 ",,, 	814 , 	958 
,State Total,," 	4,223,371 ",," 	4,725,607 "," 	4,238,561 "," 	4,738,057 "," 	803,353 "," 	945,121 "
,,,,,,,,,
,,,,,,,,,
